,open,high,low,close,volume
2016-01-11,1.0,1.0,1.0,1.0,0.00287769784173
2016-01-11,0.919786096257,0.913580246914,0.93653516295,0.932926829268,0.0676258992806
2016-01-11,0.857397504456,0.88683127572,0.934819897084,0.965447154472,0.0
2016-01-11,0.891265597148,0.874485596708,0.849056603774,0.896341463415,0.0589928057554
2016-01-11,0.83422459893,0.808641975309,0.852487135506,0.861788617886,0.0287769784173
2016-01-11,0.800356506239,0.769547325103,0.847341337907,0.813008130081,0.0215827338129
2016-01-11,0.757575757576,0.720164609053,0.753001715266,0.711382113821,0.0848920863309
2016-01-11,0.686274509804,0.718106995885,0.766723842196,0.792682926829,0.0920863309353
2016-01-11,0.739750445633,0.711934156379,0.807890222985,0.772357723577,0.0302158273381
2016-01-11,0.718360071301,0.683127572016,0.789022298456,0.74593495935,0.00143884892086
2016-01-11,0.70944741533,0.683127572016,0.763293310463,0.741869918699,0.0935251798561
2016-01-11,0.713012477718,0.679012345679,0.761578044597,0.719512195122,0.0561151079137
2016-01-11,0.675579322638,0.650205761317,0.744425385935,0.691056910569,0.0561151079137
2016-01-11,0.634581105169,0.615226337449,0.720411663808,0.662601626016,0.0877697841727
2016-01-11,0.623885918004,0.644032921811,0.710120068611,0.701219512195,0.214388489209
2016-01-11,0.0,0.0,0.116638078902,0.0,1.0
2016-01-11,0.0445632798574,0.00823045267489,0.0,0.109756097561,0.648920863309
2016-01-11,0.142602495544,0.158436213992,0.255574614065,0.19918699187,0.343884892086
2016-01-11,0.222816399287,0.187242798354,0.310463121784,0.229674796748,0.258992805755
2016-01-11,0.262032085561,0.158436213992,0.279588336192,0.154471544715,0.201438848921
2016-01-11,0.17825311943,0.0802469135802,0.173241852487,0.128048780488,0.205755395683
2016-01-11,0.156862745098,0.224279835391,0.269296740995,0.319105691057,0.158273381295
2016-01-11,0.324420677362,0.298353909465,0.377358490566,0.386178861789,0.151079136691
2016-01-11,0.383244206774,0.300411522634,0.377358490566,0.284552845528,0.063309352518
2016-01-11,0.294117647059,0.195473251029,0.344768439108,0.25406504065,0.0661870503597
2016-01-11,0.267379679144,0.205761316872,0.320754716981,0.227642276423,0.073381294964
2016-01-11,0.22816399287,0.12962962963,0.310463121784,0.217479674797,0.0604316546763
2016-01-11,0.235294117647,0.251028806584,0.344768439108,0.34756097561,0.109352517986
2016-01-11,0.354723707665,0.372427983539,0.457975986278,0.44918699187,0.174100719424
2016-01-11,0.438502673797,0.351851851852,0.480274442539,0.441056910569,0.0618705035971
2016-01-12,0.456582633053,0.452247191011,0.410404624277,0.400544959128,0.0136452241715
2016-01-12,0.383753501401,0.519662921348,0.442196531792,0.531335149864,0.0740740740741
2016-01-12,0.518207282913,0.505617977528,0.323699421965,0.288828337875,0.046783625731
2016-01-12,0.268907563025,0.320224719101,0.28323699422,0.307901907357,0.0
2016-01-12,0.288515406162,0.311797752809,0.268786127168,0.237057220708,0.0311890838207
2016-01-12,0.212885154062,0.26404494382,0.0924855491329,0.16621253406,0.187134502924
2016-01-12,0.142857142857,0.179775280899,0.167630057803,0.171662125341,0.0272904483431
2016-01-12,0.156862745098,0.213483146067,0.193641618497,0.179836512262,0.0545808966862
2016-01-12,0.145658263305,0.269662921348,0.182080924855,0.24795640327,0.0662768031189
2016-01-12,0.226890756303,0.213483146067,0.21387283237,0.198910081744,0.0272904483431
2016-01-12,0.165266106443,0.196629213483,0.167630057803,0.144414168937,0.0506822612086
2016-01-12,0.120448179272,0.129213483146,0.0375722543353,0.0435967302452,0.148148148148
2016-01-12,0.0168067226891,0.0449438202247,0.0,0.016348773842,0.134502923977
2016-01-12,0.0,0.0112359550562,0.0173410404624,0.0108991825613,0.120857699805
2016-01-12,0.0,0.0,0.0,0.0,0.19298245614
2016-01-12,0.697478991597,0.828651685393,0.589595375723,0.801089918256,1.0
2016-01-12,0.795518207283,0.803370786517,0.771676300578,0.713896457766,0.366471734893
2016-01-12,0.675070028011,0.733146067416,0.702312138728,0.683923705722,0.167641325536
2016-01-12,0.675070028011,0.769662921348,0.742774566474,0.686648501362,0.335282651072
2016-01-12,0.675070028011,0.668539325843,0.630057803468,0.602179836512,0.165692007797
2016-01-12,0.602240896359,0.634831460674,0.64161849711,0.613079019074,0.093567251462
2016-01-12,0.602240896359,0.61797752809,0.352601156069,0.326975476839,0.286549707602
2016-01-12,0.361344537815,0.455056179775,0.352601156069,0.435967302452,0.179337231969
2016-01-12,0.420168067227,0.452247191011,0.447976878613,0.444141689373,0.194931773879
2016-01-12,0.411764705882,0.480337078652,0.424855491329,0.474114441417,0.311890838207
2016-01-12,0.459383753501,0.676966292135,0.520231213873,0.697547683924,0.362573099415
2016-01-12,0.66106442577,0.980337078652,0.728323699422,0.970027247956,0.573099415205
2016-01-12,0.966386554622,0.980337078652,1.0,0.967302452316,0.276803118908
2016-01-12,0.96918767507,1.0,0.991329479769,1.0,0.276803118908
2016-01-12,1.0,0.988764044944,0.936416184971,0.901907356948,0.265107212476
2016-01-13,0.316,0.293103448276,0.215859030837,0.193965517241,0.125356125356
2016-01-13,0.164,0.150862068966,0.215859030837,0.215517241379,0.133903133903
2016-01-13,0.184,0.120689655172,0.105726872247,0.137931034483,0.17094017094
2016-01-13,0.112,0.116379310345,0.118942731278,0.0689655172414,0.0997150997151
2016-01-13,0.076,0.0775862068965,0.0484581497797,0.0,0.128205128205
2016-01-13,0.0,0.0,0.0,0.0474137931035,0.11396011396
2016-01-13,0.008,0.0215517241379,0.0660792951542,0.073275862069,0.02849002849
2016-01-13,0.052,0.0948275862069,0.123348017621,0.0818965517241,0.14245014245
2016-01-13,0.06,0.0,0.0837004405286,0.0862068965517,0.048433048433
2016-01-13,0.064,0.0,0.0925110132159,0.0646551724138,0.0797720797721
2016-01-13,0.028,0.0560344827586,0.0925110132159,0.116379310345,0.0512820512821
2016-01-13,0.092,0.116379310345,0.167400881057,0.172413793103,0.0541310541311
2016-01-13,0.16,0.137931034483,0.237885462555,0.189655172414,0.159544159544
2016-01-13,0.16,0.14224137931,0.229074889868,0.185344827586,0.162393162393
2016-01-13,0.156,0.211206896552,0.237885462555,0.26724137931,0.219373219373
2016-01-13,1.0,1.0,0.947136563877,0.987068965517,1.0
2016-01-13,0.868,0.922413793103,0.903083700441,0.840517241379,0.396011396011
2016-01-13,0.764,0.836206896552,0.885462555066,0.879310344828,0.216524216524
2016-01-13,0.84,0.840517241379,0.872246696035,0.853448275862,0.222222222222
2016-01-13,0.752,0.909482758621,0.894273127753,1.0,0.290598290598
2016-01-13,0.912,0.948275862069,1.0,0.987068965517,0.176638176638
2016-01-13,0.92,0.913793103448,0.925110132159,0.89224137931,0.133903133903
2016-01-13,0.812,0.823275862069,0.863436123348,0.814655172414,0.108262108262
2016-01-13,0.724,0.715517241379,0.79295154185,0.762931034483,0.193732193732
2016-01-13,0.696,0.762931034483,0.832599118943,0.836206896552,0.0
2016-01-13,0.752,0.762931034483,0.837004405286,0.788793103448,0.022792022792
2016-01-13,0.716,0.693965517241,0.704845814978,0.672413793103,0.236467236467
2016-01-13,0.608,0.620689655172,0.726872246696,0.663793103448,0.017094017094
2016-01-13,0.596,0.637931034483,0.722466960352,0.73275862069,0.111111111111
2016-01-13,0.692,0.668103448276,0.762114537445,0.73275862069,0.042735042735
2016-01-14,0.890855457227,0.978461538462,0.786350148368,0.822485207101,0.180152671756
2016-01-14,0.823008849558,0.883076923077,0.795252225519,0.772189349112,0.0641221374046
2016-01-14,0.772861356932,0.8,0.756676557864,0.822485207101,0.0519083969466
2016-01-14,0.823008849558,0.92,0.875370919881,0.949704142012,0.0595419847328
2016-01-14,0.955752212389,0.950769230769,0.919881305638,0.937869822485,0.0656488549618
2016-01-14,0.938053097345,0.947692307692,0.925816023739,0.943786982249,0.0274809160305
2016-01-14,0.94395280236,1.0,0.979228486647,0.979289940828,0.0259541984733
2016-01-14,0.979351032448,0.996923076923,1.0,1.0,0.0
2016-01-14,1.0,0.969230769231,0.985163204748,0.967455621302,0.0152671755725
2016-01-14,0.967551622419,0.96,0.985163204748,0.970414201183,0.0351145038168
2016-01-14,0.970501474926,0.950769230769,0.93471810089,0.949704142012,0.0809160305344
2016-01-14,0.911504424779,0.969230769231,0.961424332344,0.955621301775,0.102290076336
2016-01-14,0.955752212389,0.938461538462,0.979228486647,0.943786982249,0.0610687022901
2016-01-14,0.949852507375,0.978461538462,0.994065281899,0.979289940828,0.111450381679
2016-01-14,0.979351032448,0.969230769231,0.994065281899,0.997041420118,0.180152671756
2016-01-14,0.191740412979,0.258461538462,0.0741839762611,0.168639053254,1.0
2016-01-14,0.218289085546,0.292307692308,0.228486646884,0.340236686391,0.415267175573
2016-01-14,0.342182890855,0.363076923077,0.237388724036,0.215976331361,0.35572519084
2016-01-14,0.218289085546,0.153846153846,0.139465875371,0.147928994083,0.227480916031
2016-01-14,0.150442477876,0.126153846154,0.0890207715134,0.0384615384615,0.27786259542
2016-01-14,0.0383480825959,0.0,0.0178041543027,0.0,0.265648854962
2016-01-14,0.0,0.246153846154,0.0,0.292899408284,0.363358778626
2016-01-14,0.29203539823,0.301538461538,0.317507418398,0.349112426036,0.222900763359
2016-01-14,0.34808259587,0.495384615385,0.382789317507,0.541420118343,0.206106870229
2016-01-14,0.554572271386,0.575384615385,0.53115727003,0.51775147929,0.177099236641
2016-01-14,0.501474926254,0.523076923077,0.483679525223,0.467455621302,0.148091603053
2016-01-14,0.47197640118,0.446153846154,0.445103857567,0.423076923077,0.0931297709924
2016-01-14,0.442477876106,0.476923076923,0.46884272997,0.467455621302,0.132824427481
2016-01-14,0.483775811209,0.470769230769,0.474777448071,0.423076923077,0.0641221374046
2016-01-14,0.421828908555,0.443076923077,0.436201780415,0.485207100592,0.108396946565
2016-01-15,1.0,1.0,1.0,1.0,0.0802469135802
2016-01-15,0.96,0.953488372093,0.97520661157,0.9375,0.0802469135802
2016-01-15,0.92,0.767441860465,0.801652892562,0.7375,0.246913580247
2016-01-15,0.792,0.546511627907,0.710743801653,0.575,0.265432098765
2016-01-15,0.688,0.511627906977,0.553719008264,0.3,0.314814814815
2016-01-15,0.512,0.348837209302,0.371900826446,0.4625,0.432098765432
2016-01-15,0.616,0.348837209302,0.421487603306,0.1,0.0679012345679
2016-01-15,0.376,0.279069767442,0.388429752066,0.05,0.216049382716
2016-01-15,0.352,0.139534883721,0.388429752066,0.225,0.0
2016-01-15,0.464,0.406976744186,0.504132231405,0.5625,0.203703703704
2016-01-15,0.664,0.406976744186,0.603305785124,0.425,0.16049382716
2016-01-15,0.592,0.395348837209,0.628099173554,0.4625,0.253086419753
2016-01-15,0.616,0.360465116279,0.636363636364,0.5125,0.283950617284
2016-01-15,0.64,0.383720930233,0.628099173554,0.5625,0.549382716049
